date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:54:07	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2028%20Feb%202025%2012:54:06%20GMT	http://digital-flow-staging.b12sites.com/full-digital-flow-package	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/digital-flow-staging.b12sites.com/full-digital-flow-package	(from https://digital-flow-staging.b12sites.com/)
13:54:07	65130/65130	---M--	200	added ('OK')	image/jpeg	etag:%22a7f20db23434644b159885272cd101f2%22	https://cdn.b12.io/client_media/arDhRqG2/e5b0a016-f549-11ef-9023-0242ac110002-jpg-regular_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/e5b0a016-f549-11ef-9023-0242ac110002-jpg-regular_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:54:07	63302/63302	---M--	200	added ('OK')	image/jpeg	etag:%225f958c1f1bc2e40f1a1b527359cafa31%22	https://cdn.b12.io/client_media/arDhRqG2/f4d231ce-f542-11ef-b099-0242ac110002-jpg-hero_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/f4d231ce-f542-11ef-b099-0242ac110002-jpg-hero_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:54:09	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2028%20Feb%202025%2012:54:08%20GMT	http://digital-flow-staging.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/digital-flow-staging.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	(from https://digital-flow-staging.b12sites.com/)
13:54:09	63302/63302	---M--	200	added ('OK')	image/jpeg	etag:%225f958c1f1bc2e40f1a1b527359cafa31%22	https://cdn.b12.io/client_media/arDhRqG2/f4f67f34-f542-11ef-b099-0242ac110002-jpg-regular_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/f4f67f34-f542-11ef-b099-0242ac110002-jpg-regular_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:54:10	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2028%20Feb%202025%2012:54:10%20GMT	http://digital-flow-staging.b12sites.com/scheduling	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/digital-flow-staging.b12sites.com/scheduling	(from https://digital-flow-staging.b12sites.com/)
13:54:10	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2028%20Feb%202025%2012:54:10%20GMT	http://digital-flow-staging.b12sites.com/intake-form	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/digital-flow-staging.b12sites.com/intake-form	(from https://digital-flow-staging.b12sites.com/)
13:54:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Feb%202025%2012:54:11%20GMT	http://cdn.b12.io/prod_traffic/global.js	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/prod_traffic/global.3e.delayed	(from https://digital-flow-staging.b12sites.com/)
13:54:11	71295/71295	---MCZ	200	added ('OK')	application/javascript	etag:W/%229ca4809d57257e2816c1aa0a50fc8dea%22	https://cdn.b12.io/prod_traffic/global.js	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/prod_traffic/global.js	(from https://digital-flow-staging.b12sites.com/)
13:54:11	945/945	---MC-	200	added ('OK')	text/javascript	date:Fri,%2028%20Feb%202025%2012:54:11%20GMT	https://www.google.com/recaptcha/api.js?render=6Ld1R8kUAAAAAGEYGyd1RXFcdSGY03uF4y_yN40A	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/www.google.com/recaptcha/apifb47.js	(from https://digital-flow-staging.b12sites.com/)
